Date,Sector,Post,Tank Capacity,Reported Stock,Available Storage Space,Avg Daily Consumption,Days of Supply
"May 1, 2025",Camp Faouar,CF Gen,"40,000","40,000",0,"2,206",18
"May 1, 2025",Camp Faouar,CF Fuel Station,"100,000","87,362",786,"1,024",85
"May 1, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 1, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 1, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",533,467,11,48
"May 1, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",565,435,11,51
"May 1, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,819",181,11,165
"May 1, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 1, 2025",ROD,ROD Fuel Station,"49,000","43,500","5,500",35,"1,243"
"May 1, 2025",ROD,ROD Generator,"10,000","7,700","2,300",44,175
"May 1, 2025",Northern Sector,HB GEN,"51,000","40,867","10,133",234,175
"May 1, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 1, 2025",Northern Sector,HH,"42,000","40,309","1,691",115,351
"May 1, 2025",Northern Sector,HS,"37,000","35,798","1,202",162,221
"May 1, 2025",Northern Sector,POS12 Fuel Station,"18,000","17,418",582,51,342
"May 1, 2025",Northern Sector,POS12A GEN,"40,000","37,748","2,252",344,110
"May 1, 2025",Central Section,POS10A,"20,000","3,590","16,410",87,41
"May 1, 2025",Central Section,POS17A,"4,000","3,730",270,186,20
"May 1, 2025",Central Section,POS 27 Fuel Station,"20,000","19,370",630,21,922
"May 1, 2025",Central Section,POS27 Gen,"10,000","8,992","1,008",37,243
"May 1, 2025",Central Section,POS32,"11,000","10,483",517,12,874
"May 1, 2025",Central Section,POS37,"20,000","18,056","1,944",57,317
"May 1, 2025",Central Section,POS60,"20,000","16,518","3,482",116,142
"May 1, 2025",Western Section,CZ,"60,000","27,181","32,819",500,54
"May 1, 2025",Western Section,POS22,"10,000","6,958","3,042",37,188
"May 1, 2025",Western Section,C Gate GEN,"2,000","1,550",450,63,25
"May 1, 2025",Western Section,C Gate Central Heating,"1,000",980,20,11,89
"May 1, 2025",Southern Section,POS68,"20,000","19,705",295,88,224
"May 1, 2025",Southern Section,POS80 GEN,"11,000","7,750","3,250",296,26
"May 1, 2025",Southern Section,POS80 Fuel Station,"20,000","18,034","6,363",336,54
"May 1, 2025",Southern Section,POS85,"10,000","8,901","1,099",56,159
"May 1, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 1, 2025",UNDOF Vehicle Registration,2085,"16,000",547,0,0,0
"May 1, 2025",UNDOF Vehicle Registration,2086,"16,000","16,000",0,0,0
"May 1, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 1, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 1, 2025",UNDOF Vehicle Registration,4662,"16,000",149,0,0,0
"May 1, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 1, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 1, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 2, 2025",Camp Faouar,CF Gen,"40,000","38,082","1,918","2,206",17
"May 2, 2025",Camp Faouar,CF Fuel Station,"100,000","86,639",786,"1,024",85
"May 2, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 2, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 2, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",533,467,11,48
"May 2, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",565,435,11,51
"May 2, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,819",181,11,165
"May 2, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 2, 2025",ROD,ROD Fuel Station,"49,000","43,500","5,500",35,"1,243"
"May 2, 2025",ROD,ROD Generator,"10,000","7,700","2,300",44,175
"May 2, 2025",Northern Sector,HB GEN,"51,000","40,637","10,363",234,174
"May 2, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 2, 2025",Northern Sector,HH,"42,000","40,309","1,691",115,351
"May 2, 2025",Northern Sector,HS,"37,000","35,638","1,362",162,220
"May 2, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,983","1,017",51,333
"May 2, 2025",Northern Sector,POS12A GEN,"40,000","37,304","2,696",344,108
"May 2, 2025",Central Section,POS10A,"20,000","19,649",351,87,226
"May 2, 2025",Central Section,POS17A,"4,000","3,455",545,186,19
"May 2, 2025",Central Section,POS 27 Fuel Station,"20,000","19,291",709,21,919
"May 2, 2025",Central Section,POS27 Gen,"10,000","8,970","1,030",37,242
"May 2, 2025",Central Section,POS32,"11,000","10,483",517,12,874
"May 2, 2025",Central Section,POS37,"20,000","18,004","1,996",57,316
"May 2, 2025",Central Section,POS60,"20,000","16,518","3,482",116,142
"May 2, 2025",Western Section,CZ,"60,000","27,083","32,917",500,54
"May 2, 2025",Western Section,POS22,"10,000","6,920","3,080",37,187
"May 2, 2025",Western Section,C Gate GEN,"2,000","1,485",515,63,24
"May 2, 2025",Western Section,C Gate Central Heating,"1,000",980,20,11,89
"May 2, 2025",Southern Section,POS68,"20,000","19,675",325,88,224
"May 2, 2025",Southern Section,POS80 GEN,"11,000","7,600","3,400",296,26
"May 2, 2025",Southern Section,POS80 Fuel Station,"20,000","17,910","6,363",336,53
"May 2, 2025",Southern Section,POS85,"10,000","8,852","1,148",56,158
"May 2, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 2, 2025",UNDOF Vehicle Registration,2085,"16,000",101,0,0,0
"May 2, 2025",UNDOF Vehicle Registration,2086,"16,000","16,000",0,0,0
"May 2, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 2, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 2, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 2, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 2, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 2, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 3, 2025",Camp Faouar,CF Gen,,,0,0,0
"May 3, 2025",Camp Faouar,CF Fuel Station,,,0,0,0
"May 3, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,,,0,0,0
"May 3, 2025",Camp Faouar,CF JOC GEN (Backup) ,,,0,0,0
"May 3, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,,,0,0,0
"May 3, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,,,0,0,0
"May 3, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,,,0,0,0
"May 3, 2025",Camp Faouar,Reserve VDP,,,0,0,0
"May 3, 2025",ROD,ROD Fuel Station,,,0,0,0
"May 3, 2025",ROD,ROD Generator,,,0,0,0
"May 3, 2025",Northern Sector,HB GEN,,,0,0,0
"May 3, 2025",Northern Sector,HB Fuel Station,,,0,0,0
"May 3, 2025",Northern Sector,HH,,,0,0,0
"May 3, 2025",Northern Sector,HS,,,0,0,0
"May 3, 2025",Northern Sector,POS12 Fuel Station,,,0,0,0
"May 3, 2025",Northern Sector,POS12A GEN,,,0,0,0
"May 3, 2025",Central Section,POS10A,,,0,0,0
"May 3, 2025",Central Section,POS17A,,,0,0,0
"May 3, 2025",Central Section,POS 27 Fuel Station,,,0,0,0
"May 3, 2025",Central Section,POS27 Gen,,,0,0,0
"May 3, 2025",Central Section,POS32,,,0,0,0
"May 3, 2025",Central Section,POS37,,,0,0,0
"May 3, 2025",Central Section,POS60,,,0,0,0
"May 3, 2025",Western Section,CZ,,,0,0,0
"May 3, 2025",Western Section,POS22,,,0,0,0
"May 3, 2025",Western Section,C Gate GEN,,,0,0,0
"May 3, 2025",Western Section,C Gate Central Heating,,,0,0,0
"May 3, 2025",Southern Section,POS68,,,0,0,0
"May 3, 2025",Southern Section,POS80 GEN,,,0,0,0
"May 3, 2025",Southern Section,POS80 Fuel Station,,,0,0,0
"May 3, 2025",Southern Section,POS85,,,0,0,0
"May 3, 2025",Southern Section,POS86B,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,2085,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,2086,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,2087,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,4661,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,4662,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,4663,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,4664,,,0,0,0
"May 3, 2025",UNDOF Vehicle Registration,4665,,,0,0,0
"May 4, 2025",Camp Faouar,CF Gen,,,0,0,0
"May 4, 2025",Camp Faouar,CF Fuel Station,,,0,0,0
"May 4, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,,,0,0,0
"May 4, 2025",Camp Faouar,CF JOC GEN (Backup) ,,,0,0,0
"May 4, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,,,0,0,0
"May 4, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,,,0,0,0
"May 4, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,,,0,0,0
"May 4, 2025",Camp Faouar,Reserve VDP,,,0,0,0
"May 4, 2025",ROD,ROD Fuel Station,,,0,0,0
"May 4, 2025",ROD,ROD Generator,,,0,0,0
"May 4, 2025",Northern Sector,HB GEN,,,0,0,0
"May 4, 2025",Northern Sector,HB Fuel Station,,,0,0,0
"May 4, 2025",Northern Sector,HH,,,0,0,0
"May 4, 2025",Northern Sector,HS,,,0,0,0
"May 4, 2025",Northern Sector,POS12 Fuel Station,,,0,0,0
"May 4, 2025",Northern Sector,POS12A GEN,,,0,0,0
"May 4, 2025",Central Section,POS10A,,,0,0,0
"May 4, 2025",Central Section,POS17A,,,0,0,0
"May 4, 2025",Central Section,POS 27 Fuel Station,,,0,0,0
"May 4, 2025",Central Section,POS27 Gen,,,0,0,0
"May 4, 2025",Central Section,POS32,,,0,0,0
"May 4, 2025",Central Section,POS37,,,0,0,0
"May 4, 2025",Central Section,POS60,,,0,0,0
"May 4, 2025",Western Section,CZ,,,0,0,0
"May 4, 2025",Western Section,POS22,,,0,0,0
"May 4, 2025",Western Section,C Gate GEN,,,0,0,0
"May 4, 2025",Western Section,C Gate Central Heating,,,0,0,0
"May 4, 2025",Southern Section,POS68,,,0,0,0
"May 4, 2025",Southern Section,POS80 GEN,,,0,0,0
"May 4, 2025",Southern Section,POS80 Fuel Station,,,0,0,0
"May 4, 2025",Southern Section,POS85,,,0,0,0
"May 4, 2025",Southern Section,POS86B,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,2085,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,2086,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,2087,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,4661,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,4662,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,4663,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,4664,,,0,0,0
"May 4, 2025",UNDOF Vehicle Registration,4665,,,0,0,0
"May 5, 2025",Camp Faouar,CF Gen,"40,000","31,929","8,071","2,206",14
"May 5, 2025",Camp Faouar,CF Fuel Station,"100,000","84,964",786,"1,024",83
"May 5, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 5, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 5, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 5, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 5, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 5, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 5, 2025",ROD,ROD Fuel Station,"49,000","43,500","5,500",35,"1,243"
"May 5, 2025",ROD,ROD Generator,"10,000","7,700","2,300",44,175
"May 5, 2025",Northern Sector,HB GEN,"51,000","39,958","11,042",234,171
"May 5, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 5, 2025",Northern Sector,HH,"42,000","39,246","2,754",115,341
"May 5, 2025",Northern Sector,HS,"37,000","35,159","1,841",162,217
"May 5, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,901","1,099",51,331
"May 5, 2025",Northern Sector,POS12A GEN,"40,000","36,257","3,743",344,105
"May 5, 2025",Central Section,POS10A,"20,000","19,451",549,87,224
"May 5, 2025",Central Section,POS17A,"4,000","2,950","1,050",186,16
"May 5, 2025",Central Section,POS 27 Fuel Station,"20,000","19,237",763,21,916
"May 5, 2025",Central Section,POS27 Gen,"10,000","8,903","1,097",37,241
"May 5, 2025",Central Section,POS32,"11,000","10,478",522,12,873
"May 5, 2025",Central Section,POS37,"20,000","19,735",265,57,346
"May 5, 2025",Central Section,POS60,"20,000","16,518","3,482",116,142
"May 5, 2025",Western Section,CZ,"60,000","26,375","33,625",500,53
"May 5, 2025",Western Section,POS22,"10,000","6,800","3,200",37,184
"May 5, 2025",Western Section,C Gate GEN,"2,000","1,300",700,63,21
"May 5, 2025",Western Section,C Gate Central Heating,"1,000",980,20,11,89
"May 5, 2025",Southern Section,POS68,"20,000","17,514","2,486",88,199
"May 5, 2025",Southern Section,POS80 GEN,"11,000","6,700","4,300",296,23
"May 5, 2025",Southern Section,POS80 Fuel Station,"20,000","17,910","6,363",336,53
"May 5, 2025",Southern Section,POS85,"10,000","8,621","1,379",56,154
"May 5, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 5, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 5, 2025",UNDOF Vehicle Registration,2086,"16,000","16,000",0,0,0
"May 5, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 5, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 5, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 5, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 5, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 5, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 6, 2025",Camp Faouar,CF Gen,"40,000","29,655","10,345","2,206",13
"May 6, 2025",Camp Faouar,CF Fuel Station,"100,000","82,299",786,"1,024",80
"May 6, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 6, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 6, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 6, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 6, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 6, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 6, 2025",ROD,ROD Fuel Station,"49,000","43,500","5,500",35,"1,243"
"May 6, 2025",ROD,ROD Generator,"10,000","7,700","2,300",44,175
"May 6, 2025",Northern Sector,HB GEN,"51,000","39,735","11,265",234,170
"May 6, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 6, 2025",Northern Sector,HH,"42,000","39,107","2,893",115,340
"May 6, 2025",Northern Sector,HS,"37,000","35,018","1,982",162,216
"May 6, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,901","1,099",51,331
"May 6, 2025",Northern Sector,POS12A GEN,"40,000","35,893","4,107",344,104
"May 6, 2025",Central Section,POS10A,"20,000","19,362",638,87,223
"May 6, 2025",Central Section,POS17A,"4,000","2,785","1,215",186,15
"May 6, 2025",Central Section,POS 27 Fuel Station,"20,000","19,237",763,21,916
"May 6, 2025",Central Section,POS27 Gen,"10,000","8,877","1,123",37,240
"May 6, 2025",Central Section,POS32,"11,000","10,478",522,12,873
"May 6, 2025",Central Section,POS37,"20,000","19,697",303,57,346
"May 6, 2025",Central Section,POS60,"20,000","16,153","3,847",116,139
"May 6, 2025",Western Section,CZ,"60,000","25,759","34,241",500,52
"May 6, 2025",Western Section,POS22,"10,000","6,795","3,205",37,184
"May 6, 2025",Western Section,C Gate GEN,"2,000","1,225",775,63,19
"May 6, 2025",Western Section,C Gate Central Heating,"1,000",980,20,11,89
"May 6, 2025",Southern Section,POS68,"20,000","19,535",465,88,222
"May 6, 2025",Southern Section,POS80 GEN,"11,000","6,500","4,500",296,22
"May 6, 2025",Southern Section,POS80 Fuel Station,"20,000","17,236","6,363",336,51
"May 6, 2025",Southern Section,POS85,"10,000","8,593","1,407",56,153
"May 6, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 6, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 6, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 6, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 6, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 6, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 6, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 6, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 6, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 7, 2025",Camp Faouar,CF Gen,"40,000","27,570","12,430","2,206",12
"May 7, 2025",Camp Faouar,CF Fuel Station,"100,000","81,471",786,"1,024",80
"May 7, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 7, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 7, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 7, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 7, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 7, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 7, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 7, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 7, 2025",Northern Sector,HB GEN,"51,000","39,525","11,475",234,169
"May 7, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 7, 2025",Northern Sector,HH,"42,000","39,009","2,991",115,339
"May 7, 2025",Northern Sector,HS,"37,000","34,881","2,119",162,215
"May 7, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,704","1,296",51,328
"May 7, 2025",Northern Sector,POS12A GEN,"40,000","35,556","4,444",344,103
"May 7, 2025",Central Section,POS10A,"20,000","19,254",746,87,221
"May 7, 2025",Central Section,POS17A,"4,000","2,605","1,395",186,14
"May 7, 2025",Central Section,POS 27 Fuel Station,"20,000","19,220",780,21,915
"May 7, 2025",Central Section,POS27 Gen,"10,000","8,856","1,144",37,239
"May 7, 2025",Central Section,POS32,"11,000","10,474",526,12,873
"May 7, 2025",Central Section,POS37,"20,000","19,638",362,57,345
"May 7, 2025",Central Section,POS60,"20,000","16,093","3,907",116,139
"May 7, 2025",Western Section,CZ,"60,000","25,594","34,406",500,51
"May 7, 2025",Western Section,POS22,"10,000","6,780","3,220",37,183
"May 7, 2025",Western Section,C Gate GEN,"2,000","1,170",830,63,19
"May 7, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 7, 2025",Southern Section,POS68,"20,000","19,510",490,88,222
"May 7, 2025",Southern Section,POS80 GEN,"11,000","6,300","4,700",296,21
"May 7, 2025",Southern Section,POS80 Fuel Station,"20,000","16,137","6,363",336,48
"May 7, 2025",Southern Section,POS85,"10,000","8,530","1,470",56,152
"May 7, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 7, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 7, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 7, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 7, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 7, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 7, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 7, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 7, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 8, 2025",Camp Faouar,CF Gen,"40,000","25,486","14,514","2,206",12
"May 8, 2025",Camp Faouar,CF Fuel Station,"100,000","80,359",786,"1,024",78
"May 8, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 8, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 8, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 8, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 8, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 8, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 8, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 8, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 8, 2025",Northern Sector,HB GEN,"51,000","39,320","11,680",234,168
"May 8, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 8, 2025",Northern Sector,HH,"42,000","38,909","3,091",115,338
"May 8, 2025",Northern Sector,HS,"37,000","34,735","2,265",162,214
"May 8, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,704","1,296",51,328
"May 8, 2025",Northern Sector,POS12A GEN,"40,000","35,268","4,732",344,103
"May 8, 2025",Central Section,POS10A,"20,000","19,169",831,87,220
"May 8, 2025",Central Section,POS17A,"4,000","2,435","1,565",186,13
"May 8, 2025",Central Section,POS 27 Fuel Station,"20,000","19,220",780,21,915
"May 8, 2025",Central Section,POS27 Gen,"10,000","8,836","1,164",37,239
"May 8, 2025",Central Section,POS32,"11,000","10,472",528,12,873
"May 8, 2025",Central Section,POS37,"20,000","19,587",413,57,344
"May 8, 2025",Central Section,POS60,"20,000","16,093","3,907",116,139
"May 8, 2025",Western Section,CZ,"60,000","25,404","34,596",500,51
"May 8, 2025",Western Section,POS22,"10,000","7,180","2,820",37,194
"May 8, 2025",Western Section,C Gate GEN,"2,000","1,110",890,63,18
"May 8, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 8, 2025",Southern Section,POS68,"20,000","19,485",515,88,221
"May 8, 2025",Southern Section,POS80 GEN,"11,000","6,100","4,900",296,21
"May 8, 2025",Southern Section,POS80 Fuel Station,"20,000","16,137","6,363",336,48
"May 8, 2025",Southern Section,POS85,"10,000","8,453","1,547",56,151
"May 8, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 8, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 9, 2025",Camp Faouar,CF Gen,"40,000","23,302","16,698","2,206",11
"May 9, 2025",Camp Faouar,CF Fuel Station,"100,000","78,884",786,"1,024",77
"May 9, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 9, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 9, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 9, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 9, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 9, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 9, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 9, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 9, 2025",Northern Sector,HB GEN,"51,000","39,111","11,889",234,167
"May 9, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 9, 2025",Northern Sector,HH,"42,000","38,813","3,187",115,338
"May 9, 2025",Northern Sector,HS,"37,000","34,601","2,399",162,214
"May 9, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,554","1,446",51,325
"May 9, 2025",Northern Sector,POS12A GEN,"40,000","34,969","5,031",344,102
"May 9, 2025",Central Section,POS10A,"20,000","19,101",899,87,220
"May 9, 2025",Central Section,POS17A,"4,000","2,250","1,750",186,12
"May 9, 2025",Central Section,POS 27 Fuel Station,"20,000","19,220",780,21,915
"May 9, 2025",Central Section,POS27 Gen,"10,000","8,816","1,184",37,238
"May 9, 2025",Central Section,POS32,"11,000","10,472",528,12,873
"May 9, 2025",Central Section,POS37,"20,000","19,564",436,57,343
"May 9, 2025",Central Section,POS60,"20,000","15,974","4,026",116,138
"May 9, 2025",Western Section,CZ,"60,000","24,995","35,005",500,50
"May 9, 2025",Western Section,POS22,"10,000","6,770","3,230",37,183
"May 9, 2025",Western Section,C Gate GEN,"2,000","1,050",950,63,17
"May 9, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 9, 2025",Southern Section,POS68,"20,000","19,450",550,88,221
"May 9, 2025",Southern Section,POS80 GEN,"11,000","5,900","5,100",296,20
"May 9, 2025",Southern Section,POS80 Fuel Station,"20,000","16,137","6,363",336,48
"May 9, 2025",Southern Section,POS85,"10,000","8,404","1,596",56,150
"May 9, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 9, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 10, 2025",Camp Faouar,CF Gen,,,0,0,0
"May 10, 2025",Camp Faouar,CF Fuel Station,,,0,0,0
"May 10, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF JOC GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,,,0,0,0
